bufferType,rngType,function,bufferSize,prodConsCount,putTakeChunk,meanTime
TWOCOND,SECURERANDOM,put,100,10,35,52833.0
TWOCOND,SECURERANDOM,put,100,10,36,55269.0
TWOCOND,SECURERANDOM,put,100,10,37,55997.0
TWOCOND,SECURERANDOM,put,100,10,38,57329.0
TWOCOND,SECURERANDOM,put,100,10,39,59244.0
TWOCOND,SECURERANDOM,put,100,10,40,61389.0
TWOCOND,SECURERANDOM,put,100,10,41,63441.0
TWOCOND,SECURERANDOM,put,100,10,42,64808.0
TWOCOND,SECURERANDOM,put,100,10,43,66640.0
TWOCOND,SECURERANDOM,put,100,10,44,68752.0
TWOCOND,SECURERANDOM,put,100,10,45,71162.0
TWOCOND,SECURERANDOM,put,100,10,46,72474.0
TWOCOND,SECURERANDOM,put,100,10,47,74293.0
TWOCOND,SECURERANDOM,put,100,10,48,77930.0
TWOCOND,SECURERANDOM,put,100,10,49,79184.0
TWOCOND,SECURERANDOM,put,100,10,50,81073.0
TWOCOND,SECURERANDOM,put,100,10,51,83799.0
TWOCOND,SECURERANDOM,put,100,10,52,85579.0
TWOCOND,SECURERANDOM,put,100,10,53,86656.0
TWOCOND,SECURERANDOM,put,100,10,54,89468.0
TWOCOND,SECURERANDOM,put,100,10,55,89404.0
TWOCOND,SECURERANDOM,put,100,10,56,92554.0
TWOCOND,SECURERANDOM,put,100,10,57,95138.0
TWOCOND,SECURERANDOM,put,100,10,58,97578.0
TWOCOND,SECURERANDOM,put,100,10,59,98519.0
TWOCOND,SECURERANDOM,put,100,10,60,100462.0
TWOCOND,SECURERANDOM,put,100,10,61,102350.0
TWOCOND,SECURERANDOM,put,100,10,62,106341.0
TWOCOND,SECURERANDOM,put,100,10,63,106741.0
TWOCOND,SECURERANDOM,put,100,10,64,108884.0
TWOCOND,SECURERANDOM,put,100,10,65,112470.0
TWOCOND,SECURERANDOM,put,100,10,66,113111.0
TWOCOND,SECURERANDOM,put,100,10,67,115896.0
TWOCOND,SECURERANDOM,put,100,10,68,118189.0
TWOCOND,SECURERANDOM,put,100,10,69,121628.0
TWOCOND,SECURERANDOM,put,100,10,70,122998.0
TWOCOND,SECURERANDOM,put,100,10,71,123797.0
TWOCOND,SECURERANDOM,put,100,10,72,126662.0
TWOCOND,SECURERANDOM,put,100,10,73,130658.0
TWOCOND,SECURERANDOM,put,100,10,74,129875.0
TWOCOND,SECURERANDOM,put,100,10,75,132871.0
TWOCOND,SECURERANDOM,put,100,10,76,136884.0
TWOCOND,SECURERANDOM,put,100,10,77,137210.0
