bufferType,rngType,function,bufferSize,prodConsCount,putTakeChunk,meanTime
TWOCOND,SECURERANDOM,put,100,10,75,142885.0
TWOCOND,SECURERANDOM,put,100,10,76,144956.0
TWOCOND,SECURERANDOM,put,100,10,77,145358.0
TWOCOND,SECURERANDOM,put,100,10,78,149662.0
TWOCOND,SECURERANDOM,put,100,10,79,151340.0
TWOCOND,SECURERANDOM,put,100,10,80,152984.0
TWOCOND,SECURERANDOM,put,100,10,81,155403.0
TWOCOND,SECURERANDOM,put,100,10,82,159035.0
TWOCOND,SECURERANDOM,put,100,10,83,159957.0
TWOCOND,SECURERANDOM,put,100,10,84,161521.0
TWOCOND,SECURERANDOM,put,100,10,85,163002.0
TWOCOND,SECURERANDOM,put,100,10,86,164886.0
TWOCOND,SECURERANDOM,put,100,10,87,167278.0
TWOCOND,SECURERANDOM,put,100,10,88,172395.0
TWOCOND,SECURERANDOM,put,100,10,89,172477.0
TWOCOND,SECURERANDOM,put,100,10,90,174916.0
TWOCOND,SECURERANDOM,put,100,10,91,177771.0
TWOCOND,SECURERANDOM,put,100,10,92,178597.0
TWOCOND,SECURERANDOM,put,100,10,93,180544.0
TWOCOND,SECURERANDOM,put,100,10,94,184717.0
TWOCOND,SECURERANDOM,put,100,10,95,186982.0
TWOCOND,SECURERANDOM,put,100,10,96,186863.0
TWOCOND,SECURERANDOM,put,100,10,97,188118.0
TWOCOND,SECURERANDOM,put,100,10,98,190397.0
TWOCOND,SECURERANDOM,put,100,10,99,194080.0
TWOCOND,SECURERANDOM,put,100,10,100,194093.0
THREELOCKS,RANDOMRANDOM,take,100,10,2,36367.0
THREELOCKS,RANDOMRANDOM,take,100,10,3,38000.0
THREELOCKS,RANDOMRANDOM,take,100,10,4,37485.0
THREELOCKS,RANDOMRANDOM,take,100,10,5,37951.0
THREELOCKS,RANDOMRANDOM,take,100,10,6,37134.0
THREELOCKS,RANDOMRANDOM,take,100,10,7,36914.0
THREELOCKS,RANDOMRANDOM,take,100,10,8,37039.0
THREELOCKS,RANDOMRANDOM,take,100,10,9,37824.0
THREELOCKS,RANDOMRANDOM,take,100,10,10,36788.0
THREELOCKS,RANDOMRANDOM,take,100,10,11,37980.0
THREELOCKS,RANDOMRANDOM,take,100,10,12,37983.0
THREELOCKS,RANDOMRANDOM,take,100,10,13,38097.0
THREELOCKS,RANDOMRANDOM,take,100,10,14,37591.0
THREELOCKS,RANDOMRANDOM,take,100,10,15,38189.0
THREELOCKS,RANDOMRANDOM,take,100,10,16,37166.0
THREELOCKS,RANDOMRANDOM,take,100,10,17,37884.0
THREELOCKS,RANDOMRANDOM,take,100,10,18,37365.0
THREELOCKS,RANDOMRANDOM,take,100,10,19,37510.0
THREELOCKS,RANDOMRANDOM,take,100,10,20,38179.0
THREELOCKS,RANDOMRANDOM,take,100,10,21,38230.0
THREELOCKS,RANDOMRANDOM,take,100,10,22,38009.0
THREELOCKS,RANDOMRANDOM,take,100,10,23,37824.0
THREELOCKS,RANDOMRANDOM,take,100,10,24,38659.0
THREELOCKS,RANDOMRANDOM,take,100,10,25,38136.0
THREELOCKS,RANDOMRANDOM,take,100,10,26,38055.0
THREELOCKS,RANDOMRANDOM,take,100,10,27,39580.0
THREELOCKS,RANDOMRANDOM,take,100,10,28,38797.0
THREELOCKS,RANDOMRANDOM,take,100,10,29,38430.0
THREELOCKS,RANDOMRANDOM,take,100,10,30,38746.0
THREELOCKS,RANDOMRANDOM,take,100,10,31,39307.0
THREELOCKS,RANDOMRANDOM,take,100,10,32,39224.0
THREELOCKS,RANDOMRANDOM,take,100,10,33,38777.0
THREELOCKS,RANDOMRANDOM,take,100,10,34,39204.0
THREELOCKS,RANDOMRANDOM,take,100,10,35,39417.0
THREELOCKS,RANDOMRANDOM,take,100,10,36,38766.0
THREELOCKS,RANDOMRANDOM,take,100,10,37,39032.0
THREELOCKS,RANDOMRANDOM,take,100,10,38,39552.0
THREELOCKS,RANDOMRANDOM,take,100,10,39,39016.0
THREELOCKS,RANDOMRANDOM,take,100,10,40,39182.0
THREELOCKS,RANDOMRANDOM,take,100,10,41,39683.0
THREELOCKS,RANDOMRANDOM,take,100,10,42,39555.0
THREELOCKS,RANDOMRANDOM,take,100,10,43,39461.0
THREELOCKS,RANDOMRANDOM,take,100,10,44,40259.0
THREELOCKS,RANDOMRANDOM,take,100,10,45,39916.0
THREELOCKS,RANDOMRANDOM,take,100,10,46,40189.0
THREELOCKS,RANDOMRANDOM,take,100,10,47,39958.0
THREELOCKS,RANDOMRANDOM,take,100,10,48,39320.0
THREELOCKS,RANDOMRANDOM,take,100,10,49,40116.0
THREELOCKS,RANDOMRANDOM,take,100,10,50,40038.0
THREELOCKS,RANDOMRANDOM,take,100,10,51,39295.0
THREELOCKS,RANDOMRANDOM,take,100,10,52,39908.0
THREELOCKS,RANDOMRANDOM,take,100,10,53,39314.0
THREELOCKS,RANDOMRANDOM,take,100,10,54,40053.0
THREELOCKS,RANDOMRANDOM,take,100,10,55,41352.0
THREELOCKS,RANDOMRANDOM,take,100,10,56,40302.0
